Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01-28-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.03936793,69.43874749,69.28328563,69.64290394,70.1618216,70.27172493,70.58284307,70.59041924,70.59646958,70.422491,70.82293688,70.9665191,71.35111476,71.46951606,71.77998011,71.79968047,72.0698003,72.39477755,72.48578038,72.7675763,72.79028376,73.12589073,73.40364532,73.44927918,73.74081045,73.81582019,74.07190025,74.32488091,74.5272504,74.65536456,74.69830599,74.80994494,75.12687741,75.25538647,75.52572252,75.67123186,75.92401197,76.24186632,76.51123141,76.74518916,77.07530499,77.42293873,77.53098695,77.58931055,78.11445906,78.27139627,78.66798169,78.9017949,79.1252751,79.35761514,79.63001347,80.13872197,80.15769239,80.46493829,80.87225824,80.56885251,80.95175044,80.92882744,81.02942567,81.31559721,80.45193357,80.32536449,80.80098604,
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.20709634,46.51812153,46.85928107,47.15962142,47.67272591,47.77787028,47.75025342,47.98255838,48.40687913,48.50814773,48.89093586,49.47044344,49.47999028,50.08309095,50.22399837,50.47183701,50.94915533,51.44817003,51.58699585,51.83545807,52.06027866,52.19204497,52.16180996,51.55850657,51.39894544,51.57472874,52.2061519,52.63512149,52.20450286,53.24828665,53.26798987,53.26862778,53.23565358,53.63065907,54.25436147,53.96113958,54.03524559,54.33314246,54.11391657,54.84139348,55.46962636,55.69061398,56.10903267,56.37671914,56.61904039,57.00946316,57.49864688,57.96503713,57.98083661,59.01491046,59.26580792,59.92282904,60.1278157,60.42750289,60.67256445,60.9705211,61.24987362,61.61591052,61.92750606,62.2300397,61.73309787,61.23201754,61.79320153,
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8197561,68.84414634,68.57780488,69.01268293,69.22097561,68.97780488,69.47707317,69.66658537,69.61634146,69.50341463,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.98292683,81.93170732,81.88536585,81.18780488,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.588,58.199,58.934,59.552,60.219,60.805,61.154,61.576,61.772,61.538,61.713,61.796,61.784,61.022,61.686,61.852,61.975,62.273,62.527,62.941,62.734,62.729,62.793,63.29,63.892,64.526,64.715,64.936,65.149,65.277,65.508,65.643,65.827,65.928,66.125,66.286,66.408,66.448,66.68,66.763,66.31,66.34,65.748,66.177,66.424,66.632,66.855,66.826,66.935,67.089,67.328,67.523,67.552,67.428,67.376,66.844,67.24,67.79,67.81,67.893,67.924,67.114,68.312,
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.86829268,70.11707317,70.31463415,70.51463415,70.66341463,70.81219512,70.96097561,71.16097561,71.3097561,71.45853659,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976,82.32439024,82.22926829,
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,74.49756098,,,,,75.98536585,,,,,,,,75.26585366,75.46585366,75.71463415,75.91463415,76.11463415,76.36341463,76.61463415,76.91463415,77.16585366,77.36585366,77.56829268,77.82195122,78.02682927,78.23170732,78.43658537,78.64146341,78.84390244,78.94390244,79.09268293,79.2902439,79.63902439,79.98780488,80.13658537,80.33658537,80.63658537,80.88780488,81.1902439,81.44146341,81.59268293,81.79268293,82.04390244,82.24390244,82.49512195,82.64634146,82.89756098,83.09756098,83.3,
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.409,57.11,57.803,58.176,58.532,59.11,59.337,59.873,60.193,60.662,61.035,61.518,61.781,62.139,62.499,62.802,63.092,63.363,63.72,63.78,64.212,64.478,64.821,65.282,65.749,65.97,66.172,66.292,66.859,67.096,67.425,67.619,67.832,68.059,68.095,68.553,68.776,69.229,69.465,69.706,69.769,70.479,69.46,70.76,70.838,70.884,71.093,71.06,71.137,71.112,71.233,71.318,71.398,71.499,71.529,71.408,71.595,71.467,71.318,71.077,70.674,70.71,70.925,
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.575,47.228,47.838,48.479,49.048,49.752,50.349,50.892,51.439,51.957,52.555,53.073,53.605,54.057,54.567,55.035,55.569,56.089,56.659,57.053,57.454,57.816,58.106,58.601,58.894,59.311,59.641,59.894,60.006,60.265,60.311,60.397,60.545,60.718,60.701,60.704,60.612,60.662,60.79,60.849,61.069,61.27,61.292,61.671,61.838,61.959,62.375,62.618,63.083,63.303,63.898,64.045,64.587,64.776,64.974,65.46,65.802,66.189,66.306,66.603,66.531,65.821,65.694,
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.12682927,70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.40487805,80.35121951,80.7,82.05853659,
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.222,61.416,61.858,62.228,62.333,62.852,63.075,63.292,63.775,64.205,64.431,64.753,65.072,65.421,65.591,65.874,66.029,66.471,66.695,67.074,67.173,67.634,67.903,67.942,67.994,68.368,68.445,68.251,68.528,68.353,68.389,68.245,67.783,67.656,68.554,68.851,68.974,69.059,69.102,69.319,69.575,69.606,70.024,70.333,70.567,71.13,71.394,71.568,71.332,71.95,72.128,72.39,72.412,72.628,73.099,73.297,73.569,73.57,73.341,73.47,72.765,71.694,71.587,
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.096,47.325,47.405,47.578,47.719,47.778,47.727,47.683,47.57,47.565,47.805,47.798,48.026,48.398,48.777,49.246,49.764,50.085,50.571,50.932,51.117,51.269,51.383,51.622,52.051,52.416,53.125,53.824,54.507,55.191,55.62,56.012,56.231,56.416,56.112,56.565,56.82,57.199,57.6,58.03,58.195,58.107,58.608,59.111,59.191,59.76,59.988,60.224,60.49,60.946,61.157,61.652,62.081,62.42,63.045,63.175,63.89,64.013,64.122,64.74,64.114,63.795,63.945,
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.309,69.234,69.481,69.257,70.168,70.608,69.594,70.983,70.513,70.006,70.605,71.017,70.827,71.375,70.638,71.816,71.39,72.227,72.548,72.71,73.753,73.567,73.342,74.524,75.385,76.013,76.241,74.679,77.36,74.554,77.072,76.994,75.559,78.52,79.164,76.556,77.65,80.343,80.663,81.533,81.37,81.087,80.26,79.694,80.948,81.442,80.393,78.514,80.13,81.243,80.958,81.871,83.366,80.55,81.882,80.427,81.702,81.83,82.154,82.363,82.198,79.329,82.83,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.547,36.75,36.913,37.164,37.341,37.599,37.84,38.123,38.559,38.723,39.008,39.308,39.673,39.891,40.137,40.591,41.024,41.411,41.901,42.393,42.884,43.324,43.925,44.382,44.946,45.522,45.918,46.417,46.589,46.847,47.004,47.546,48.363,48.962,49.171,49.866,50.544,51.356,52.049,52.356,52.479,52.662,53.278,53.678,54.117,54.632,55.108,55.553,56.044,56.348,56.72,57.019,57.406,57.791,57.886,58.134,58.763,59.109,59.349,59.72,59.327,58.892,58.985,
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,35.098,35.568,35.989,36.496,36.948,37.445,37.898,38.43,38.869,39.349,39.871,40.347,40.915,41.394,41.954,42.444,43.039,43.44,43.583,44.558,45.153,44.476,46.377,46.923,47.493,48.189,48.71,49.409,50.051,50.635,51.319,52.127,52.941,53.748,54.721,55.464,56.009,56.06,56.554,56.816,56.942,57.043,57.08,57.586,58.088,58.394,59.06,59.394,60.082,60.427,60.717,61.526,62.096,62.114,62.269,62.494,63.013,62.995,63.04,63.755,62.612,62.083,62.906,
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.464,37.695,37.932,35.661,35.984,36.383,36.698,37.024,37.361,37.746,38.025,38.368,38.698,39.034,41.757,42.053,42.419,42.718,43.033,43.39,43.754,44.07,44.374,44.635,44.829,45.104,45.446,45.785,46.321,46.7,47.084,47.465,47.92,48.228,48.156,48.952,49.065,47.997,47.716,48.006,50.121,50.445,50.986,51.405,52.15,52.249,53.371,54.155,54.646,55.541,56.23,56.967,57.69,58.232,58.61,59.128,59.674,60.066,60.502,60.882,59.999,59.652,59.861,
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.729,41.994,42.258,42.546,42.749,43.054,43.264,43.532,43.731,30.076,30.248,36.263,43.284,43.477,40.186,35.812,28.921,40.501,40.793,41.653,47.563,48.109,48.596,49.007,49.208,49.683,50.039,50.279,50.504,50.668,50.86,50.969,51.113,51.308,51.415,51.592,51.727,52.061,52.382,52.752,53.226,53.636,54.085,54.581,55.036,55.464,56.046,56.54,57.074,57.431,57.878,58.412,58.865,59.224,59.595,60.103,60.479,60.821,61.191,61.644,60.708,60.594,61.19,
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3,70.31585366,70.25497561,70.61053659,70.56939024,71.42831707,71.75270732,71.29878049,71.43019512,72.00434146,72.77080488,73.00956098,72.78268293,72.98197561,73.41558537,73.37636585,73.634,73.67080488,74.3587561,74.62107317,74.54626829,74.95743902,75.25053659,75.51773171,75.77439024,76.08290244,76.48265854,76.27985366,76.9807561,76.68780488,76.93902439,77.13658537,77.38292683,77.3902439,77.63902439,77.58536585,77.68536585,78.13658537,77.83902439,77.98780488,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.63902439,81.28780488,80.08292683,80.63658537,
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.76,61.792,62.877,64.077,64.841,64.728,64.655,64.654,65.498,65.857,66.216,66.479,66.822,67.217,67.583,67.971,68.151,67.475,67.668,67.9,68.144,68.45,68.712,64.219,69.32,69.58,69.77,69.939,70.165,70.419,70.683,70.974,71.291,71.576,71.786,72.109,72.331,72.568,72.805,72.903,72.783,73.118,73.167,73.188,71.788,73.521,73.7,74.317,74.656,75.036,74.999,75.295,75.042,75.116,74.985,75.013,74.762,74.765,74.808,74.863,74.924,74.936,75.335,
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,63.41463415,63.95487805,63.4497561,63.07487805,63.19268293,63.3,63.46658537,63.83365854,64.24878049,64.65414634,64.58243902,64.66756098,65.06829268,65.03170732,65.19609756,65.58536585,65.90097561,65.64414634,65.76731707,65.79804878,66.15707317,66.49756098,66.09902439,66.19658537,66.61170732,67.18170732,67.72634146,68.23512195,68.61658537,69.04829268,69.37,69.7795122,70.08073171,70.26487805,70.54634146,70.83853659,71.06097561,71.47902439,71.83853659,71.93219512,71.96756098,71.94439024,71.85073171,71.81390244,71.5404878,
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.808,46.47,46.995,47.407,47.712,47.814,47.764,47.984,48.298,48.548,49.439,50.484,51.638,53.003,54.039,54.824,49.169,55.816,55.963,56.185,56.024,55.972,50.134,58.718,59.558,60.203,60.772,61.432,62.029,62.374,62.473,62.725,62.913,63.349,63.726,64.195,64.863,65.536,66.114,66.869,67.446,67.946,68.386,68.797,69.165,69.168,69.812,70.1,70.356,70.641,70.878,71.177,71.463,71.728,71.964,72.103,72.355,72.551,72.726,73.129,71.797,69.237,68.674,
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.897,61.395,61.708,62.359,62.878,62.893,62.778,63.566,64.152,64.545,64.825,65.193,65.351,65.752,66.01,66.577,67.032,67.922,68.686,69.579,69.861,70.077,70.32,70.59,70.819,71.069,71.325,71.564,71.885,72.164,72.473,72.497,72.718,72.952,73.058,73.29,73.092,73.349,73.632,74.066,74.417,75.41,75.793,76.504,76.923,77.182,77.136,77.098,77.185,77.094,76.879,76.872,76.707,76.72,76.749,76.616,76.877,77.155,77.439,77.717,76.612,76.656,78.33,
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.034,58.46,58.864,59.202,59.494,59.742,59.937,60.113,60.256,60.38,60.469,60.555,60.636,60.683,60.76,60.819,60.892,60.955,61.052,61.133,61.229,61.311,61.406,61.491,61.589,61.66,61.797,61.947,62.085,62.238,62.415,62.622,62.787,63.152,63.372,63.136,63.205,63.356,63.9,64.17,64.483,64.788,64.728,64.6,64.93,65.132,65.667,66.254,66.288,66.563,66.743,66.982,67.23,67.473,67.882,68.201,68.384,68.667,68.896,69.124,68.486,65.673,65.989,
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.34028138,68.71512919,68.63276898,68.90366611,69.40667884,69.45106864,69.68687677,69.88125469,69.75794052,69.78676993,70.21223412,70.51092523,70.70581894,70.8676925,71.20623839,71.39967109,71.60314148,71.92942308,72.06203753,72.32077678,72.33483788,72.68995004,73.03416299,73.1005641,73.29029768,73.46375318,73.87187962,74.11410769,74.21265954,74.37271806,74.46296001,74.57490402,74.60688639,74.43484724,74.62820761,74.71440495,75.1779334,75.56855319,75.79124374,75.8046808,76.03165878,76.29703746,76.42188882,76.52779485,76.96951774,77.089639,77.51857606,77.82920901,78.02214903,78.37596816,78.56566058,78.90299622,79.05312618,79.28172118,79.52694343,79.47288626,79.66651543,79.78947723,79.89729191,80.1395351,79.14331314,78.79808772,79.50663078,
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.86629268,66.55887805,66.97717073,67.68573171,68.44609756,69.25121951,69.53887805,69.92543902,70.35582927,70.56856098,71.04995122,71.46804878,71.45097561,72.0902439,72.59780488,73.36219512,72.78902439,73.34926829,73.54073171,73.66317073,74.65341463,75.34902439,75.43853659,75.28634146,76.0095122,76.42926829,76.68439024,76.89780488,77.08341463,77.02878049,77.37073171,77.87292683,77.67341463,78.01609756,78.54365854,78.67878049,79.62756098,80.11219512,80.10682927,80.37268293,80.87317073,81.41926829,81.45219512,81.34341463,81.79926829,81.60902439,82.38487805,82.36682927,82.3404878,82.77512195,82.95756098,83.41195122,83.4502439,83.83121951,83.93560976,84.25268293,84.21146341,84.69560976,84.8697561,85.15585366,85.49634146,85.53268293,83.66097561,
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.317,48.73,49.668,50.25,50.812,51.465,52.091,52.632,53.355,53.896,54.44,54.966,55.607,54.415,52.313,57.548,58.158,58.746,59.334,59.908,60.485,61.016,61.527,62.137,62.642,62.996,63.591,64.032,64.345,64.856,65.243,65.752,65.991,66.251,66.574,67.139,67.439,67.777,62.721,68.422,68.662,69.006,69.366,69.507,69.796,70.104,70.261,70.376,70.441,70.911,71.088,71.439,71.734,71.963,72.259,72.487,72.588,72.692,72.814,72.881,71.462,70.123,70.728,
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.72281964,41.05114108,41.60288149,41.74245491,42.2344817,42.38109448,42.3191744,42.95586494,43.28835713,43.54572932,43.86063692,44.21418693,44.01913754,44.76661977,44.81455439,45.17879867,45.84801601,46.21461227,46.39221174,46.79863165,47.20845964,47.5081006,47.71965958,46.51986931,46.37886088,46.742937,47.57597966,48.27416653,48.07374095,49.16595544,49.20230832,49.19845927,49.17080667,49.78491873,50.17401562,50.66526664,50.78288009,51.13103794,50.9367971,51.83905483,52.66250816,53.13001285,53.62645988,54.21877021,54.72331943,55.38882408,56.21776082,56.87331928,57.48548886,58.22467454,58.56677896,59.46018273,60.06229965,60.62744052,61.13061197,61.59466816,62.14165853,62.52951704,62.92715497,63.31810646,62.74482435,62.28527239,62.82528406,
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.48236585,66.18034146,66.46914634,66.85580488,67.29231707,67.83256098,68.12143902,68.29895122,68.38641463,68.66029268,68.81263415,69.14017073,69.44178049,69.8484878,70.14365854,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024,77.72439024,76.42439024,77.57560976,
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.499,43.914,44.291,42.769,44.968,45.351,45.594,46.125,46.512,46.915,47.337,47.719,47.945,48.208,48.419,48.681,48.956,49.209,49.428,49.675,49.902,50.268,50.551,50.871,51.123,51.523,51.875,52.239,52.632,52.755,52.975,53.391,53.842,54.35,54.653,55.547,56.154,56.516,57.135,57.961,58.365,58.489,58.855,59.507,58.475,60.415,60.763,61.103,61.332,61.741,46.019,61.623,62.291,62.605,62.987,63.237,63.392,63.854,64.019,64.255,64.052,63.192,63.728,
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.3195122,75.56829268,74.16341463,76.01707317,
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.83340043,48.68593072,52.39359503,52.86785576,53.39062196,53.10168435,53.79490928,54.28403128,54.9771014,55.38752312,55.93195996,56.5633787,57.01718018,57.68202656,58.23898698,58.83928768,59.38558176,59.93719489,60.41276151,60.9097617,61.34154798,61.78312765,62.24183615,62.69092992,63.09410847,63.51072347,64.00427804,64.3585057,64.65885839,65.00380627,65.20878146,65.48750032,65.78394759,66.0345037,66.30314158,66.64184095,66.96528709,67.33834409,67.70299363,67.91019377,68.25027914,68.6621331,68.99450367,69.26242164,69.50551756,69.92756566,70.28351594,70.57432317,70.79198426,71.16925785,71.45308145,71.79475314,72.14033153,72.48846101,72.84458309,73.1441346,73.41142798,73.63305168,73.92493506,74.12058147,73.37007893,72.12621248,72.91349053,
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.31739665,47.75551899,50.90962015,51.35338311,51.89756511,51.68797149,52.34182756,52.81558373,53.47233831,53.86755672,54.22103852,54.31589475,55.37160018,56.00572813,56.47276424,56.99043169,57.53185362,58.07828415,58.52203561,58.99068624,59.42082714,59.8370255,60.23643501,60.54569657,60.8810383,61.24762483,61.71184376,62.04870307,62.26550286,62.65425251,62.84753341,63.00232168,63.28504448,63.51166208,63.77438563,64.0587811,64.31739209,64.6824055,64.99630878,65.34186412,65.67950902,66.05832715,66.37996494,66.65936923,66.89305789,67.2884178,67.68327692,67.96052001,68.14381178,68.56625074,68.86379014,69.23189046,69.5473997,69.87082985,70.19521787,70.48082224,70.76211897,70.99950743,71.27701401,71.48136415,70.7793626,69.74753577,70.46714679,
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.84669705,43.35993566,43.95007105,44.26483279,44.92867211,45.11215605,45.60262386,46.03048095,46.54665728,46.89691997,46.3978806,44.0560955,47.88103242,48.41466342,48.52340274,48.72193158,49.29605594,49.87753277,50.24809972,50.66951714,51.16675106,51.54211949,51.75976583,51.5568983,51.68650092,51.9265116,52.34981843,52.69353793,52.65081304,53.29503346,53.52419738,53.28133147,53.61685307,53.86878869,54.22473724,54.42140975,54.55852932,55.01010591,55.25467686,56.20626889,56.6445133,57.01984524,57.42133655,57.85609929,58.16989282,58.58879672,59.22609147,59.57794536,59.76612959,60.43975435,60.8856976,61.4347136,61.74873327,62.07471645,62.38565447,62.71579302,63.12752248,63.50224975,63.83727258,64.16986282,63.71013246,63.36181866,64.00743325,
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.14752455,43.7513477,44.5525997,45.2388408,45.83895764,46.40228073,47.1136981,47.21985888,48.07902347,48.64433342,49.51970565,48.25060511,50.54597494,51.00087193,51.32827912,51.81858983,52.30781902,52.6790362,53.04156878,53.38189795,53.87449775,54.39522352,54.6149155,54.95703224,55.16118744,55.16350601,55.13258633,55.04008749,55.15754201,55.27551275,55.35056529,55.20224329,55.01567752,54.82296566,54.68267877,54.4384638,54.5774663,54.6270905,54.87189196,55.29833154,55.70836041,55.94406089,56.28850192,56.60673927,56.93236384,56.97556283,57.77906294,58.03687414,58.33519521,58.67515533,59.01776896,59.39800391,59.59446216,59.90649344,60.07775222,60.31579225,60.52456026,60.84466993,61.05433934,61.31925857,61.00474407,60.68238881,61.28943344,
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.452,47.117,47.871,48.429,49.232,42.599,48.2,51.066,51.63,52.354,52.992,53.576,54.242,54.85,55.429,55.968,56.514,57.081,57.565,58.153,58.754,59.138,59.757,60.273,60.728,61.307,61.722,61.973,62.211,62.696,63.181,63.537,64.126,64.598,64.856,65.237,65.355,65.733,65.962,66.221,66.433,66.758,67.134,67.413,65.75,67.649,67.914,68.189,68.226,68.494,68.679,68.823,68.973,69.264,69.533,69.699,69.798,69.936,70.338,70.518,68.808,67.57,68.25,
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.7143985,43.18774196,43.68487045,43.83578276,44.52739199,44.54302953,44.93552386,45.50520029,45.86974357,46.12450193,45.01580337,42.19392528,46.69481777,47.26191806,47.27097565,47.33427542,47.93987041,48.60854951,48.97620859,49.42804167,49.91280721,50.20306265,50.40939658,49.94297186,50.03236051,50.37851927,51.01204255,51.55960263,51.43297941,52.32811336,52.62754486,52.33329129,52.92539658,53.39744495,53.99855762,54.41298295,54.54916421,55.19970586,55.44437754,56.65672727,57.11005299,57.55647545,57.98698601,58.48038981,58.78955425,59.39806145,59.95303722,60.35444104,60.48987184,61.33551354,61.83715933,62.47440601,62.84928473,63.1833327,63.5651602,63.94039314,64.45157476,64.84974984,65.24390358,65.60537274,65.06782657,64.70288799,65.36422242,
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.409,63.629,64.293,63.522,64.838,64.978,65.273,65.968,65.625,65.193,65.684,65.956,65.371,66.555,65.989,66.918,67.162,67.281,67.511,67.882,68.304,69.079,69.1,69.716,69.88,69.48,70.292,70.678,71.239,70.924,71.959,72.151,73.078,72.31,73.339,73.264,73.756,73.691,74.603,73.666,74.725,75.51,75.42,76.096,76.966,77.623,78.191,78.331,78.449,78.681,78.983,79.19,79.337,79.473,80.037,78.905,80.314,80.457,80.596,80.737,80.588,80.525,80.762,
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.218,45.398,45.659,45.936,46.184,44.98,45.333,45.674,47.471,47.857,48.241,48.632,49.025,49.539,50.244,50.812,51.388,51.909,52.492,53.06,53.611,54.175,54.732,55.281,55.816,56.334,56.835,57.315,57.777,58.233,58.652,59.055,59.452,59.815,60.216,60.596,60.984,61.388,61.792,62.207,62.669,63.091,63.616,64.094,64.524,64.996,65.412,65.788,66.149,66.513,66.909,67.359,67.887,68.46,69.074,69.636,70.117,70.467,70.71,70.91,70.15,67.24,67.744,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.19426829,69.67829268,69.99104878,70.23009756,70.48992683,70.695,70.21695122,71.24536585,70.941,70.85282927,70.90156098,71.67585366,71.0217561,71.23997561,71.17556098,71.75304878,71.85660976,71.99739024,71.99631707,72.26802439,72.59541463,72.95178049,73.20904878,73.24009756,73.66373171,73.62190244,73.66553659,74.43239024,74.43941463,74.45521951,74.84607317,75.025,75.41509756,75.29219512,75.78712195,75.46980488,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.20487805,82.70243902,82.55609756,82.35365854,83.05609756,
