Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01-28-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.236,39.737,40.256,40.781,41.345,41.929,42.531,43.158,43.797,44.442,45.072,45.688,46.294,46.854,47.402,47.913,48.395,48.838,49.239,49.597,49.889,50.159,50.303,50.423,50.484,50.518,50.492,50.409,50.241,49.986,49.635,49.252,48.793,48.353,47.853,47.35,46.831,46.319,46.025,45.75,45.406,45.393,45.409,45.76,46.038,46.433,46.851,47.426,48.016,48.648,49.255,49.948,50.686,50.902,50.566,52.793,53.46,53.721,54.369,55.025,54.604,53.895,54.477,
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.10219512,75.49780488,75.72512195,76.0604878,76.33195122,76.32731707,76.46390244,76.77878049,76.85878049,77.12487805,77.43658537,77.59341463,77.83804878,77.70487805,77.87170732,77.97731707,78.2202439,78.41243902,78.62365854,78.83902439,79.16682927,79.39804878,79.53073171,79.71512195,79.99219512,80.11268293,80.54365854,80.54365854,80.72463415,81.06609756,81.32219512,81.48268293,81.66365854,81.74487805,81.78439024,81.81560976,81.92487805,81.83292683,81.84390244,82.22390244,81.6604878,81.58707317,81.29560976,
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.93395196,68.23593223,67.69016198,68.67400263,69.17022699,69.32345959,69.82345537,69.32427448,69.55510956,69.05473926,69.33041521,69.50148114,69.96063416,70.10027745,70.35208632,70.17597267,70.32058987,70.24597306,70.14466576,70.24776109,69.88898462,70.37205018,70.45547332,70.38978517,70.34911486,70.31288347,70.56513604,70.61176333,70.86170823,70.73197226,70.65633134,70.5752213,70.73283713,70.84598662,70.86954394,71.02542143,71.33605802,71.51725807,71.89823768,72.18456107,72.71972472,73.09614819,73.24241549,73.38225278,73.73043493,73.84499514,74.09260273,74.25064872,74.57595268,74.93036393,75.29396578,75.88847488,75.9934242,76.355001,76.67533826,76.57152402,76.9691216,76.92764885,76.97576477,77.26553343,76.08020663,74.7920383,76.78573806,
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.6804878,80.1804878,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.55121951,83.75365854,83.90487805,83,83.75121951,83.45365854,
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.47,69.747,72.043,70.305,72.476,72.031,72.366,73.235,71.206,71.508,71.165,71.685,71.868,72.148,72.237,71.651,72.57,72.833,73.211,72.509,73.428,73.858,74.87,74.041,76.076,75.266,75.616,76.623,77.045,77.211,77.185,76.617,78.125,76.547,78.005,77.749,77.962,78.211,78.898,78.935,79.155,79.277,78.906,79.618,80.125,80.344,80.694,81.166,81.317,80.995,81.12,81.726,81.339,81.516,81.884,81.433,81.366,81.331,81.375,81.39,81.264,81.232,81.583,
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.015,57.537,57.771,57.15,58.738,59.455,59.689,60.72,61.63,61.905,62.491,62.732,62.281,63.905,64.901,66.279,65.855,67.402,68.074,68.186,68.84,69.909,70.299,70.011,70.46,71.176,71.81,72.54,72.456,72.467,72.574,73.574,74.135,74.195,74.614,74.609,74.899,75.596,75.669,76.018,76.87,76.773,77.445,77.387,77.616,78.016,78.261,77.826,78.484,78.741,78.501,79.11,79.023,79.339,79.473,79.746,80.079,80.35,80.133,80.326,79.377,78.944,79.519,
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,33.275,40.468,50.818,51.408,52.156,52.912,53.637,54.351,55.057,55.738,56.607,57.565,58.418,59.389,60.168,60.917,61.796,62.538,63.218,63.865,64.42,64.975,65.463,65.904,66.3,66.643,66.97,67.288,67.581,67.838,68.005,68.169,68.734,69.216,69.52,70.008,70.266,70.672,71.172,71.419,71.881,72.606,72.985,73.371,73.748,74.111,74.504,74.762,74.872,75.343,75.599,75.903,76.192,76.452,76.717,76.977,77.218,77.248,77.744,77.968,78.077,78.211,78.587,
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,38.108,38.744,39.402,39.955,40.606,41.177,41.819,42.419,43.021,43.643,44.325,44.992,45.724,46.556,47.506,48.346,49.291,50.184,50.927,51.682,52.27,52.734,52.919,53.171,53.037,53.174,53.202,53.187,53.017,52.876,52.603,52.323,52.138,51.925,51.737,51.61,51.52,51.449,51.108,50.957,50.842,50.81,50.886,50.954,51.363,51.824,52.355,52.97,53.653,54.394,55.023,55.52,56.158,56.748,57.208,57.762,58.06,58.48,58.849,59.319,59.032,58.598,58.916,
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.819,35.406,42.516,42.918,43.31,43.889,44.436,45.176,45.978,46.821,47.583,48.251,48.9,49.324,49.571,49.718,49.88,49.995,50.28,50.575,51.041,51.517,52.085,52.762,53.22,53.899,54.037,54.724,54.934,54.947,54.868,54.658,54.481,54.062,53.528,53.222,52.82,52.737,52.582,52.695,52.932,53.142,53.415,53.883,54.178,54.362,54.856,55.165,55.655,56.102,56.582,57.133,57.792,58.476,58.935,59.658,60.233,60.81,61.18,61.584,60.833,60.333,60.958,
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.857,40.239,40.342,40.604,40.052,40.704,42.053,42.31,42.705,42.976,43.284,43.656,43.933,44.096,44.41,44.471,44.656,44.763,44.537,45.207,45.473,45.72,45.92,46.181,46.445,46.624,46.914,47.336,47.768,48.17,48.601,48.948,49.244,49.551,49.884,50.411,49.307,50.402,49.696,49.945,51.781,52.116,52.333,52.827,53.426,53.927,54.534,54.923,55.339,55.836,56.417,57.069,57.248,57.762,58.296,58.49,59.066,59.411,59.942,60.276,59.739,59.193,59.743,
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.979,48.697,49.499,50.118,50.696,51.2,51.774,52.101,52.715,53.195,53.634,54.043,54.36,54.7,55.059,55.323,55.602,55.806,56.065,56.314,56.593,56.827,57.019,57.232,57.453,57.517,57.552,57.431,57.009,56.513,55.926,55.243,54.663,54.146,53.738,53.644,53.491,47.19,50.894,52.757,53.682,54.395,55.088,55.948,56.986,58.126,58.878,59.643,60.426,61.088,61.683,61.992,62.317,62.695,62.95,63.233,63.577,63.76,64.053,62.747,63.785,63.519,63.053,
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.13,57.73,58.301,58.892,59.375,59.815,60.204,60.531,60.871,61.216,61.569,62.051,62.569,63.06,63.64,64.27,64.845,65.424,65.954,66.38,66.868,67.197,67.531,67.745,67.979,66.276,68.26,68.268,68.391,68.533,68.644,68.813,69.038,69.342,69.613,69.933,70.189,70.492,70.738,70.926,71.32,71.502,71.939,72.361,72.695,73.081,73.468,73.837,74.295,74.742,75.033,75.32,75.597,75.827,76.043,76.257,76.471,76.646,76.748,76.752,74.769,72.83,73.659,
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.694,40.147,40.58,40.926,41.25,41.7,42.147,42.754,43.462,44.158,44.863,45.581,46.305,46.881,47.474,46.628,48.523,49.047,49.67,50.251,50.8,51.312,51.895,52.273,52.941,53.482,54.029,54.368,54.95,55.224,55.84,56.194,56.733,57.276,57.694,58.015,58.344,58.39,58.407,58.781,58.757,59.163,59.056,59.258,59.48,59.604,59.875,60.102,60.475,60.831,61.123,61.503,61.834,62.224,62.516,62.896,63.237,63.625,63.912,64.068,64.166,63.417,63.68,
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.411,49.953,50.392,50.894,51.345,51.808,52.356,52.722,53.176,53.736,54.333,54.813,55.309,56.008,56.837,57.89,58.65,59.568,60.306,60.917,61.368,61.593,61.67,61.693,61.661,62.182,62.747,63.404,64.058,64.446,65.023,65.176,65.318,65.312,65.25,64.093,65.763,66.378,66.993,67.569,68.618,69.929,70.705,71.429,71.999,72.68,72.239,72.835,72.508,73.088,73.499,74.257,74.484,75.059,75.24,74.62,75.742,76.593,75.733,76.004,74.808,74.052,74.722,
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.415,60.901,61.111,61.624,62.083,62.663,63.367,63.921,64.428,65.016,65.361,66.301,66.716,67.953,68.454,69.4,70.294,71.288,72.239,72.423,72.899,73.799,74.654,75.079,75.091,75.111,75.505,75.741,76.106,76.263,76.63,76.591,76.627,76.703,76.67,76.552,76.804,77.07,76.896,77.138,77.586,77.545,77.983,78.072,78.331,78.505,78.514,78.462,78.445,78.672,78.67,79.348,79.283,79.403,78.774,79.086,79.459,79.377,79.484,79.427,79.277,77.023,77.32,
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.13306494,59.49286784,60.44980883,60.9275852,61.64098027,61.95677691,62.25370769,62.58903495,62.87521472,63.09550284,63.32146079,63.43357611,63.64765349,63.81569884,64.11956208,64.39352775,64.6113296,64.76621019,64.96363836,65.1257151,65.35393445,65.61455851,65.82399616,65.91391155,66.27958362,66.38343486,66.47497809,66.58169443,66.79744153,66.9817763,67.17455346,67.27014216,67.51866936,67.78065612,67.93833836,67.8806062,67.94131645,68.00025418,68.16899455,68.32604918,68.52943333,68.67232986,68.79524782,68.82698278,69.17036542,69.51518524,69.93325489,70.33473023,70.60712109,70.90500024,71.08359128,71.19074884,71.34165912,71.43611221,71.62302567,71.86747336,72.20715518,72.4332462,72.69457605,72.35923071,72.3087596,70.44500181,70.98402478,
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.173,64.512,65.038,64.94,65.905,66.318,66.715,67.11,67.511,67.936,68.398,68.918,69.462,70.02,70.57,71.079,71.524,71.895,72.201,72.447,72.752,72.939,73.13,73.309,73.468,73.605,73.725,73.825,73.913,73.981,74.039,74.093,74.162,74.261,74.411,74.623,74.903,75.222,75.564,75.893,76.183,76.421,76.612,76.773,76.912,77.047,77.179,77.307,77.429,77.548,77.661,77.76,77.833,77.87,77.853,77.772,77.643,77.529,77.496,77.611,77.567,73.683,78.155,
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.77802439,65.90929268,66.19902439,66.47431707,66.66758537,66.90621951,67.19860976,67.4914878,67.65843902,67.94431707,68.27814634,68.46085366,68.79036585,69.19219512,69.52902439,69.64853659,70.02807317,70.15495122,70.44534146,70.74409756,70.89468293,71.02414634,71.14787805,71.27609756,71.33992683,71.6267561,71.74397561,71.95104878,72.04280488,71.94865854,72.25039024,72.34970732,72.41807317,72.49807317,72.59007317,72.60134146,72.69282927,72.75336585,72.85831707,72.93756098,73.03395122,73.1107561,73.21153659,73.3535122,73.42892683,73.56570732,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,77.52439024,77.82682927,77.97560976,78.07560976,77.7195122,78.01707317,,,,,,
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1902439,,,,,,,,,,,82.0097561,,
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.187,64.804,65.424,62.282,62.79,67.052,67.495,67.917,68.273,68.49,68.927,69.33,69.811,70.163,55.23,70.518,71.04,71.302,71.767,71.895,71.95,71.941,71.981,72.311,72.255,72.647,72.651,73.089,73.129,73.48,73.539,73.716,74.177,74.65,74.72,75.133,75.522,75.841,76.182,76.295,76.568,76.989,77.487,77.788,77.944,78.101,78.371,78.81,78.981,79.401,79.665,79.999,80.109,80.402,80.771,80.966,81.056,81.328,81.382,81.397,81.391,81.203,81.889,
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.17560976,78.82439024,78.57804878,79.02682927,78.97804878,79.02926829,79.22926829,78.17560976,77.22195122,79.02926829,
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.06407317,69.64487805,69.79921951,69.91407317,70.43556098,70.41036585,70.52158537,70.73173171,70.37846341,70.22880488,70.44719512,70.6767561,70.90670732,71.11280488,71.41892683,71.2592439,71.71221951,72.30731707,72.29041463,72.63017073,72.80031707,73.04021951,73.33314634,73.62214634,74.07229268,74.18909756,74.39682927,74.80702439,74.99873171,75.19153659,75.08563415,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,81.04146341,80.7902439,80.70560976,
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.429,43.721,44.088,44.414,44.667,45.088,45.474,45.907,46.438,46.982,47.511,47.358,48.528,49.119,49.524,49.87,50.058,50.568,51.049,51.518,51.947,52.262,52.765,53.18,53.703,54.067,54.481,54.775,55.161,55.273,55.498,55.156,54.452,55.774,55.505,56.302,56.186,55.967,56.176,56.427,56.573,56.903,57.215,57.595,57.759,58.316,58.715,59.024,59.365,59.673,60.259,60.433,60.848,61.221,61.641,61.957,62.191,62.797,63.038,63.085,62.694,62.305,62.859,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.026,59.949,61.741,58.688,64.493,64.587,63.49,65.005,64.416,63.698,65.468,64.335,67.11,68.049,68.785,69.171,68.985,68.759,70.441,70.97,71.782,73.232,72.993,73.521,72.022,71.255,71.322,70.858,71.364,69.553,69.852,69.646,70.282,70.937,71.076,71.52,71.194,71.634,71.472,70.631,72.693,71.713,72.34,71.438,72.401,72.254,72.848,71.93,73.305,72.17,71.55,69.695,70.538,68.896,69.434,68.727,70.128,67.525,73.59,73.559,73.649,72.814,72.981,
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.60243902,81.40487805,81.30487805,
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.264,50.84,51.411,51.799,52.542,50.864,53.666,54.289,54.894,55.513,56.145,56.782,57.417,58.042,58.65,59.236,59.791,60.319,60.822,60.753,61.754,62.194,62.648,63.109,63.602,64.139,64.727,65.339,65.951,66.546,67.11,67.625,68.084,68.472,68.792,68.988,69.097,69.166,69.096,69.279,69.423,69.642,69.923,70.265,70.331,70.875,71.165,71.371,71.658,71.871,72.093,72.221,72.514,72.713,72.867,72.953,72.987,73.063,73.232,73.577,72.889,72.615,74.17,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.532,40.516,39.323,42.908,42.788,42.714,42.543,42.568,42.642,42.781,43.16,43.67,44.346,45.079,46.034,46.972,47.985,49.191,50.353,51.755,53.261,55.276,57.428,59.51,61.658,63.588,65.159,65.83,66.971,67.085,67.416,67.688,67.757,67.719,67.361,67.454,68.749,69.171,69.451,70.032,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622,75.732,75.743,76.066,76.474,74.453,76.377,77.129,
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.74173234,43.34958516,51.12270247,51.62677044,52.35565162,52.2833101,53.46027993,54.33655512,54.8195641,55.52649416,56.23867751,57.09087875,57.69137324,58.64597385,59.2916611,60.05398709,60.8894926,61.64475107,62.28161389,62.89906481,63.44790707,63.94946164,64.43355115,64.85475626,65.24925643,65.62995772,65.97717578,66.32414974,66.60356971,66.92664811,67.14410263,67.36539455,67.88790073,68.35932284,68.6232809,68.915173,69.1663501,69.55192877,69.96906193,70.18410895,70.55580373,71.14385755,71.49077613,71.9405074,72.01695943,72.54739959,72.89886245,73.14220661,73.09226061,73.64240041,73.86837244,74.13831475,74.38617383,74.63415164,74.89245781,75.11191197,75.31096517,75.37579264,75.79141602,75.99267309,75.92609751,75.5328901,76.16769681,
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.89639822,47.38597516,47.81232809,48.21177484,48.69848055,47.70792377,48.70845589,49.39282424,50.43385184,50.85852925,50.79417224,50.15860143,52.03493502,52.49285512,52.94569293,53.36905116,53.90128887,54.50274051,54.99107341,55.57581385,56.12007067,56.55278161,57.04292905,57.48310185,58.05824321,58.57360676,59.03987914,59.62796623,60.03293912,60.47368898,60.83294847,61.13571785,61.6248726,61.90351146,62.15747599,62.56724802,62.87327958,63.28055205,63.70818506,64.1449483,64.4993929,64.81634226,65.2219575,65.51752437,65.73923373,66.18648497,66.58526329,66.87445877,67.06888942,67.51460866,67.85096639,68.27591159,68.65737267,69.05082042,69.46863523,69.85366623,70.19835966,70.51802535,70.768483,70.98565035,70.001773,68.43440664,69.2787026,
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.62938755,46.57047723,53.28292246,53.81328371,54.50467274,54.46620733,55.54254221,56.36951223,56.78607072,57.42416205,58.03729943,58.86121859,59.41311778,60.25865508,60.86059583,61.58372473,62.35265086,63.06361289,63.65549596,64.242018,64.72607701,65.20933573,65.67778103,66.05620477,66.44784437,66.81380051,67.16144794,67.50479231,67.74951982,68.06988291,68.27700966,68.4985516,68.96593882,69.40837105,69.6746549,69.92256073,70.2041681,70.57540016,70.95957524,71.15641744,71.54352595,72.10349226,72.4407949,72.85620852,72.95352504,73.43127282,73.7841091,74.02737107,73.99826496,74.52442681,74.72553257,74.96164487,75.21909906,75.46748828,75.71931522,75.93659679,76.12595652,76.20114243,76.58290045,76.78731014,76.74889954,76.38217287,76.89088032,
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.24848157,61.5683065,61.73146045,62.16493326,62.55693266,62.67678408,62.84985433,62.99106051,63.17294407,63.21052888,63.35781384,63.66969406,63.91123843,64.14631647,64.34058793,64.52926467,64.6846974,64.84698026,65.02499208,65.12074254,65.66148023,65.92516227,66.21711834,66.42856706,66.58436375,66.89621226,67.58438324,67.90067071,67.85030076,68.28197218,68.29573161,68.08086396,67.36423541,67.02755455,67.33038064,67.25548597,67.57412935,67.943135,68.40425187,68.36920827,68.89499096,69.19642205,69.5030065,69.7466064,70.0089215,70.07819276,70.38398152,70.68240288,70.97915313,71.46399175,71.86377031,72.06339181,72.52534175,72.93068982,73.16179602,73.33477791,73.54637888,73.89128591,74.08647585,74.31320903,72.65485603,72.57567848,74.02883345,
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.46172417,67.73417806,67.60951399,67.94437364,68.46547578,68.45042579,68.63746981,68.64787051,68.62534563,68.41995936,68.89557569,69.09108531,69.3133087,69.43017278,69.64513819,69.59901952,69.72536594,69.93387991,70.00573455,70.1202593,70.25799479,70.5461116,70.85151495,70.89574455,71.01890119,71.21846966,71.79043522,72.01438884,72.10337916,72.22672598,72.21311811,72.15588511,71.8792188,71.52066953,71.6902351,71.78017084,72.21053213,72.61766688,72.92901626,72.87827018,73.12077727,73.38027631,73.49023487,73.59989719,74.03991792,74.17983448,74.6776962,75.0355919,75.29838657,75.68906083,75.97642291,76.45011539,76.63379537,76.97565127,77.28471857,77.21959605,77.55287464,77.76289083,77.89543781,78.16880061,76.94029382,76.65675851,77.80518715,
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.364,53.895,54.401,54.88,55.305,55.664,55.942,56.213,56.487,56.654,57.152,57.633,58.205,58.837,59.526,60.232,60.89,61.559,62.153,62.696,63.191,63.662,64.11,64.528,65.171,65.811,66.535,67.3,68.056,68.749,69.348,69.625,70.117,70.345,70.757,71.041,71.362,71.681,72.045,72.463,72.839,73.24,73.613,73.975,74.279,74.514,74.689,74.844,74.983,75.184,75.43,75.743,76.062,76.369,76.622,76.789,76.763,76.972,77.094,77.297,72.153,73.67,77.894,
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.373,46.024,46.843,47.672,48.47,49.128,49.504,49.538,49.897,49.797,50.013,50.386,50.765,50.852,51.838,52.591,53.365,54.134,54.99,55.802,56.628,57.138,57.948,58.888,59.73,60.542,61.261,62.137,62.98,63.628,64.146,64.755,65.031,65.468,65.816,66.312,66.742,67.197,67.471,67.737,68.007,68.308,68.564,68.402,68.613,68.779,68.977,69.128,69.319,69.48,69.664,69.88,70.085,70.052,70.415,70.483,70.844,71.302,71.367,71.358,70.99,70.221,70.159,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.22766205,69.66042283,69.62666096,69.78922068,70.3421125,70.42206864,70.6690341,70.85260052,70.76823174,70.68592278,71.10640965,71.26061748,71.61300285,71.72263297,72.05529737,72.12577476,72.45181862,72.89104903,73.04301725,73.38293196,73.52993523,73.80730689,74.14837715,74.21991841,74.61643918,74.75395405,75.04670832,75.36732685,75.55283302,75.73697356,75.81203812,75.96014051,76.30086129,76.40882653,76.71942031,76.87843168,77.14461769,77.50532011,77.71613466,77.94197478,78.19590477,78.54000172,78.63018724,78.65202609,79.22823708,79.37061247,79.80318273,80.04332536,80.24670562,80.4506803,80.69360989,81.17782982,81.1741991,81.45918711,81.89006803,81.5193422,81.90935423,81.88638059,82.00557452,82.28309581,81.49492122,81.59502939,81.7018565,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.5,37.974,38.393,38.774,39.24,39.554,39.882,40.09,40.38,40.722,41.09,41.483,41.848,42.252,42.243,42.24,42.656,43.175,43.561,43.972,44.585,44.905,44.86,45.323,45.777,46.145,47.075,47.333,48.015,47.828,49.769,50.607,52.465,53.234,54.1,54.914,55.756,56.312,49.158,43.397,56.111,58.298,58.811,59.409,59.899,60.597,61.611,62.116,62.573,63.328,63.787,64.402,64.838,65.067,65.6,66.033,66.289,66.577,67.067,67.3,67.133,66.536,66.604,
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33170732,83.22926829,83.08292683,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.9335122,68.96212195,68.79180488,69.21012195,70.05731707,69.68073171,69.6277561,69.94014634,69.75121951,69.26590244,69.41009756,69.81517073,69.59214634,69.79946341,70.07860976,69.35436585,68.92568293,69.32482927,68.92060976,68.78585366,68.79563415,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.64634146,78.59512195,76.94390244,77.94390244,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.33,40.995,41.403,41.956,42.275,42.444,40.15,42.692,42.844,42.83,42.815,42.892,41.55,41.635,39.453,39.356,41.895,41.893,41.9,42.807,43.217,43.608,43.767,36.036,36.429,37.364,37.811,45.44,45.061,45.036,44.557,46.13,46.901,47.394,47.861,48.302,48.924,49.514,49.927,49.425,50.538,51.043,51.517,52.533,53.235,54.008,55.149,56.426,57.592,58.804,59.73,60.721,61.543,62.373,62.905,63.649,64.392,64.838,65.412,65.838,65.371,64.975,65.645,
